country,best_spec,best_MASE,ARIMA_MASE,improve_pct
Bangladesh,ARIMAX_{tobacco},0.18575676788331819,0.7244170258781525,74.35775785941252
Bhutan,ARIMAX_{dietary_risks+metabolic_risks},0.03746574479509701,1.2733170683060846,97.05762643667863
India,ARIMAX_{dietary_risks+metabolic_risks},0.03309237896857028,2.515286497106624,98.68434951618288
Nepal,ARIMAX_{dietary_risks+tobacco},0.1361615316584992,1.160069978716919,88.26264499930436
Pakistan,ARIMAX_{dietary_risks+metabolic_risks},0.0344772439654963,5.105436443319136,99.32469546241022
